definition,filters,n,wins,rate,half1,half2,notes
zt_next,NOT one_price_today & NOT is_new_high & NOT opened,641,173,0.2699,102/318=32.1%,71/323=22.0%,yizi_today=0.0% | yizi_next_all=4.8% | height{2:524;3:71;4:32;5:13;6:1} | themes=101 | dates=193
zt_next,NOT one_price_today & NOT boards_ge5 & NOT href_le1,1620,437,0.2698,269/878=30.6%,168/742=22.6%,yizi_today=0.0% | yizi_next_all=3.3% | height{2:1282;3:247;4:91} | themes=133 | dates=177
zt_next,NOT one_price_today & NOT boards_ge5 & NOT is_fanbao,1992,537,0.2696,306/1047=29.2%,231/945=24.4%,yizi_today=0.0% | yizi_next_all=3.4% | height{2:1452;3:370;4:170} | themes=144 | dates=207
zt_next,NOT one_price_today & NOT is_fanbao & NOT own_baoliang,1833,494,0.2695,285/952=29.9%,209/881=23.7%,yizi_today=0.0% | yizi_next_all=3.7% | height{2:1452;3:215;4:92;5:33;6:20;7:11;8:6;9:1;10:1;12:1;13:1} | themes=138 | dates=207
zt_next,NOT one_price_today & NOT opened & NOT href_le1,531,143,0.2693,89/277=32.1%,54/254=21.3%,yizi_today=0.0% | yizi_next_all=5.3% | height{2:449;3:49;4:24;5:8;6:1} | themes=94 | dates=162
zt_next,NOT one_price_today & NOT is_new_high & NOT is_fanbao,1916,514,0.2683,311/1045=29.8%,203/871=23.3%,yizi_today=0.0% | yizi_next_all=3.4% | height{2:1440;3:315;4:117;5:36;6:6;7:1;8:1} | themes=142 | dates=205
zt_next,NOT boards_ge5 & opened & NOT is_fanbao,1357,364,0.2682,208/732=28.4%,156/625=25.0%,yizi_today=0.0% | yizi_next_all=2.4% | height{2:952;3:284;4:121} | themes=126 | dates=207
zt_next,NOT is_new_high & NOT theme_alive_own & opened,235,63,0.2681,39/126=31.0%,24/109=22.0%,yizi_today=0.0% | yizi_next_all=0.9% | height{2:175;3:45;4:9;5:6} | themes=96 | dates=141
zt_next,leader_absent & NOT one_price_today & NOT href_le1,500,134,0.2680,87/292=29.8%,47/208=22.6%,yizi_today=0.0% | yizi_next_all=4.2% | height{2:405;3:68;4:22;5:5} | themes=89 | dates=59
zt_next,NOT one_price_today & theme_alive_own & NOT boards_ge5,1733,464,0.2677,252/870=29.0%,212/863=24.6%,yizi_today=0.0% | yizi_next_all=3.6% | height{2:1261;3:313;4:159} | themes=102 | dates=207
zt_next,NOT one_price_today & theme_alive_own & NOT own_baoliang,1595,427,0.2677,237/792=29.9%,190/803=23.7%,yizi_today=0.0% | yizi_next_all=3.9% | height{2:1261;3:181;4:88;5:30;6:18;7:9;8:5;10:1;12:1;13:1} | themes=100 | dates=207
zt_next,NOT height_new_high & opened,1328,355,0.2673,188/664=28.3%,167/664=25.2%,yizi_today=0.0% | yizi_next_all=2.2% | height{2:887;3:245;4:113;5:42;6:25;7:11;8:5} | themes=119 | dates=185
zt_next,NOT height_new_high & NOT unopened,1328,355,0.2673,188/664=28.3%,167/664=25.2%,yizi_today=0.0% | yizi_next_all=2.2% | height{2:887;3:245;4:113;5:42;6:25;7:11;8:5} | themes=119 | dates=185
zt_next,NOT one_price_today & NOT boards_ge5,2090,558,0.2670,306/1052=29.1%,252/1038=24.3%,yizi_today=0.0% | yizi_next_all=3.3% | height{2:1526;3:385;4:179} | themes=144 | dates=207
zt_next,NOT height_drop & opened,1147,306,0.2668,178/623=28.6%,128/524=24.4%,yizi_today=0.0% | yizi_next_all=2.3% | height{2:742;3:223;4:98;5:38;6:21;7:12;8:7;9:1;10:1;11:1;12:1;13:1;18:1} | themes=116 | dates=149
zt_next,NOT height_drop & NOT unopened,1147,306,0.2668,178/623=28.6%,128/524=24.4%,yizi_today=0.0% | yizi_next_all=2.3% | height{2:742;3:223;4:98;5:38;6:21;7:12;8:7;9:1;10:1;11:1;12:1;13:1;18:1} | themes=116 | dates=149
zt_next,leader_absent & opened & NOT href_le1,330,88,0.2667,53/194=27.3%,35/136=25.7%,yizi_today=0.0% | yizi_next_all=3.0% | height{2:256;3:53;4:18;5:3} | themes=76 | dates=59
zt_next,leader_baoliang & is_sub_high,240,64,0.2667,35/125=28.0%,29/115=25.2%,yizi_today=15.8% | yizi_next_all=5.0% | height{2:163;3:56;4:15;5:6} | themes=57 | dates=57
zt_next,leader_absent & NOT one_price_today & theme_alive_own,747,199,0.2664,103/372=27.7%,96/375=25.6%,yizi_today=0.0% | yizi_next_all=4.0% | height{2:524;3:133;4:60;5:18;6:10;7:1;10:1} | themes=74 | dates=86
zt_next,NOT one_price_today & NOT is_new_high & theme_alive_own,1654,440,0.2660,260/873=29.8%,180/781=23.0%,yizi_today=0.0% | yizi_next_all=3.6% | height{2:1248;3:266;4:104;5:28;6:6;7:1;8:1} | themes=101 | dates=205
zt_next,NOT is_new_high & opened & NOT is_fanbao,1306,347,0.2657,209/728=28.7%,138/578=23.9%,yizi_today=0.0% | yizi_next_all=2.7% | height{2:944;3:247;4:85;5:23;6:5;7:1;8:1} | themes=124 | dates=205
zt_next,opened & href_le1,403,107,0.2655,42/174=24.1%,65/229=28.4%,yizi_today=0.0% | yizi_next_all=2.0% | height{2:165;3:97;4:61;5:32;6:23;7:13;8:6;9:1;10:1;11:1;12:1;13:1;18:1} | themes=70 | dates=156
zt_next,NOT unopened & href_le1,403,107,0.2655,42/174=24.1%,65/229=28.4%,yizi_today=0.0% | yizi_next_all=2.0% | height{2:165;3:97;4:61;5:32;6:23;7:13;8:6;9:1;10:1;11:1;12:1;13:1;18:1} | themes=70 | dates=156
zt_next,NOT one_price_today & opened & href_le1,403,107,0.2655,42/174=24.1%,65/229=28.4%,yizi_today=0.0% | yizi_next_all=2.0% | height{2:165;3:97;4:61;5:32;6:23;7:13;8:6;9:1;10:1;11:1;12:1;13:1;18:1} | themes=70 | dates=156
zt_next,NOT one_price_today & NOT own_baoliang,1923,510,0.2652,285/956=29.8%,225/967=23.3%,yizi_today=0.0% | yizi_next_all=3.5% | height{2:1526;3:223;4:98;5:35;6:20;7:11;8:6;9:1;10:1;12:1;13:1} | themes=138 | dates=207
zt_next,opened & NOT is_fanbao & NOT own_baoliang,1218,323,0.2652,187/650=28.8%,136/568=23.9%,yizi_today=0.0% | yizi_next_all=2.7% | height{2:952;3:152;4:61;5:20;6:16;7:9;8:4;9:1;10:1;12:1;13:1} | themes=121 | dates=207
zt_next,to_hi & opened & NOT one_price_today,510,135,0.2647,74/268=27.6%,61/242=25.2%,yizi_today=0.0% | yizi_next_all=1.2% | height{2:280;3:113;4:58;5:27;6:16;7:8;8:4;9:1;11:1;12:1;18:1} | themes=91 | dates=203
zt_next,NOT same_theme_broken & is_fanbao,102,27,0.2647,2/7=28.6%,25/95=26.3%,yizi_today=11.8% | yizi_next_all=2.9% | height{2:76;3:13;4:9;5:4} | themes=29 | dates=58
zt_next,opened & NOT boards_ge5,1421,376,0.2646,208/736=28.3%,168/685=24.5%,yizi_today=0.0% | yizi_next_all=2.3% | height{2:998;3:295;4:128} | themes=126 | dates=207
zt_next,NOT unopened & NOT boards_ge5,1421,376,0.2646,208/736=28.3%,168/685=24.5%,yizi_today=0.0% | yizi_next_all=2.3% | height{2:998;3:295;4:128} | themes=126 | dates=207
zt_next,NOT one_price_today & NOT boards_ge5 & opened,1421,376,0.2646,208/736=28.3%,168/685=24.5%,yizi_today=0.0% | yizi_next_all=2.3% | height{2:998;3:295;4:128} | themes=126 | dates=207
zt_next,NOT is_new_high & NOT one_price_today,2000,528,0.2640,311/1050=29.6%,217/950=22.8%,yizi_today=0.0% | yizi_next_all=3.3% | height{2:1513;3:326;4:117;5:36;6:6;7:1;8:1} | themes=142 | dates=205
zt_next,theme_alive_own & opened & href_le1,341,90,0.2639,33/139=23.7%,57/202=28.2%,yizi_today=0.0% | yizi_next_all=2.3% | height{2:139;3:81;4:53;5:27;6:21;7:12;8:4;10:1;11:1;12:1;13:1} | themes=55 | dates=143
zt_next,leader_absent & NOT one_price_today & NOT is_fanbao,864,228,0.2639,122/447=27.3%,106/417=25.4%,yizi_today=0.0% | yizi_next_all=3.9% | height{2:608;3:159;4:62;5:22;6:11;7:1;10:1} | themes=111 | dates=86
zt_next,NOT theme_alive_own & opened & NOT own_baoliang,216,57,0.2639,36/117=30.8%,21/99=21.2%,yizi_today=0.0% | yizi_next_all=0.5% | height{2:175;3:28;4:7;5:3;6:1;7:1;9:1} | themes=90 | dates=131
zt_next,NOT theme_alive_own & NOT one_price_today,379,100,0.2639,58/197=29.4%,42/182=23.1%,yizi_today=0.0% | yizi_next_all=2.1% | height{2:265;3:72;4:20;5:12;6:3;7:2;8:3;9:1;18:1} | themes=114 | dates=176
zt_next,NOT one_price_today & NOT theme_alive_own & NOT is_fanbao,379,100,0.2639,58/197=29.4%,42/182=23.1%,yizi_today=0.0% | yizi_next_all=2.1% | height{2:265;3:72;4:20;5:12;6:3;7:2;8:3;9:1;18:1} | themes=114 | dates=176
zt_next,leader_absent & NOT one_price_today,906,239,0.2638,122/450=27.1%,117/456=25.7%,yizi_today=0.0% | yizi_next_all=3.8% | height{2:639;3:167;4:65;5:22;6:11;7:1;10:1} | themes=111 | dates=86
zt_next,NOT one_price_today & lag0,906,239,0.2638,122/450=27.1%,117/456=25.7%,yizi_today=0.0% | yizi_next_all=3.8% | height{2:639;3:167;4:65;5:22;6:11;7:1;10:1} | themes=111 | dates=86
zt_next,NOT one_price_today & NOT own_baoliang & NOT href_le1,1496,394,0.2634,244/803=30.4%,150/693=21.6%,yizi_today=0.0% | yizi_next_all=3.5% | height{2:1282;3:147;4:49;5:15;6:3} | themes=129 | dates=177
zt_next,NOT one_price_today & NOT theme_alive_own & NOT boards_ge5,357,94,0.2633,54/182=29.7%,40/175=22.9%,yizi_today=0.0% | yizi_next_all=2.0% | height{2:265;3:72;4:20} | themes=114 | dates=175
zt_next,leader_baoliang & NOT one_price_today,975,256,0.2626,140/544=25.7%,116/431=26.9%,yizi_today=0.0% | yizi_next_all=3.4% | height{2:648;3:193;4:84;5:29;6:11;7:5;8:3;11:1;18:1} | themes=110 | dates=102
zt_next,opened & NOT own_baoliang & NOT href_le1,991,260,0.2624,161/543=29.7%,99/448=22.1%,yizi_today=0.0% | yizi_next_all=2.6% | height{2:833;3:114;4:32;5:10;6:2} | themes=114 | dates=177
zt_next,is_fanbao & leader_absent & NOT one_price_today,42,11,0.2619,0/3=0.0%,11/39=28.2%,yizi_today=0.0% | yizi_next_all=0.0% | height{2:31;3:8;4:3} | themes=19 | dates=27
zt_next,leader_absent & NOT one_price_today & is_fanbao,42,11,0.2619,0/3=0.0%,11/39=28.2%,yizi_today=0.0% | yizi_next_all=0.0% | height{2:31;3:8;4:3} | themes=19 | dates=27
zt_next,NOT one_price_today & NOT is_new_high & NOT boards_ge5,1956,511,0.2612,296/1011=29.3%,215/945=22.8%,yizi_today=0.0% | yizi_next_all=3.2% | height{2:1513;3:326;4:117} | themes=142 | dates=205
zt_next,NOT is_new_high & opened,1359,355,0.2612,209/732=28.6%,146/627=23.3%,yizi_today=0.0% | yizi_next_all=2.6% | height{2:989;3:255;4:85;5:23;6:5;7:1;8:1} | themes=124 | dates=205
zt_next,NOT is_new_high & NOT unopened,1359,355,0.2612,209/732=28.6%,146/627=23.3%,yizi_today=0.0% | yizi_next_all=2.6% | height{2:989;3:255;4:85;5:23;6:5;7:1;8:1} | themes=124 | dates=205
zt_next,NOT one_price_today & NOT is_new_high & opened,1359,355,0.2612,209/732=28.6%,146/627=23.3%,yizi_today=0.0% | yizi_next_all=2.6% | height{2:989;3:255;4:85;5:23;6:5;7:1;8:1} | themes=124 | dates=205
zt_next,theme_alive_own & NOT boards_ge5 & opened,1180,308,0.2610,166/607=27.3%,142/573=24.8%,yizi_today=0.0% | yizi_next_all=2.6% | height{2:823;3:243;4:114} | themes=90 | dates=206
zt_next,is_mid_2_3 & NOT one_price_today,1911,498,0.2606,270/947=28.5%,228/964=23.7%,yizi_today=0.0% | yizi_next_all=3.3% | height{2:1526;3:385} | themes=144 | dates=207
zt_next,NOT one_price_today & NOT boards_ge5 & NOT own_baoliang,1847,481,0.2604,266/909=29.3%,215/938=22.9%,yizi_today=0.0% | yizi_next_all=3.4% | height{2:1526;3:223;4:98} | themes=137 | dates=207
zt_next,same_theme_broken & NOT href_le1,100,26,0.2600,21/50=42.0%,5/50=10.0%,yizi_today=19.0% | yizi_next_all=8.0% | height{2:88;3:7;4:4;5:1} | themes=21 | dates=41
zt_next,leader_absent & NOT theme_alive_own & opened,100,26,0.2600,13/52=25.0%,13/48=27.1%,yizi_today=0.0% | yizi_next_all=1.0% | height{2:72;3:21;4:2;5:4;6:1} | themes=60 | dates=57
zt_next,leader_absent & opened & NOT is_fanbao,581,151,0.2599,77/308=25.0%,74/273=27.1%,yizi_today=0.0% | yizi_next_all=2.8% | height{2:396;3:111;4:46;5:16;6:10;7:1;10:1} | themes=93 | dates=86
zt_next,NOT is_new_high & theme_alive_own & opened,1124,292,0.2598,170/606=28.1%,122/518=23.6%,yizi_today=0.0% | yizi_next_all=2.9% | height{2:814;3:210;4:76;5:17;6:5;7:1;8:1} | themes=88 | dates=202
zt_next,NOT own_baoliang & opened,1275,331,0.2596,187/653=28.6%,144/622=23.2%,yizi_today=0.0% | yizi_next_all=2.6% | height{2:998;3:158;4:65;5:21;6:16;7:9;8:4;9:1;10:1;12:1;13:1} | themes=121 | dates=207
zt_next,NOT own_baoliang & NOT unopened,1275,331,0.2596,187/653=28.6%,144/622=23.2%,yizi_today=0.0% | yizi_next_all=2.6% | height{2:998;3:158;4:65;5:21;6:16;7:9;8:4;9:1;10:1;12:1;13:1} | themes=121 | dates=207
zt_next,NOT one_price_today & opened & NOT own_baoliang,1275,331,0.2596,187/653=28.6%,144/622=23.2%,yizi_today=0.0% | yizi_next_all=2.6% | height{2:998;3:158;4:65;5:21;6:16;7:9;8:4;9:1;10:1;12:1;13:1} | themes=121 | dates=207
zt_next,NOT is_new_high & NOT boards_ge5 & opened,1329,345,0.2596,201/705=28.5%,144/624=23.1%,yizi_today=0.0% | yizi_next_all=2.4% | height{2:989;3:255;4:85} | themes=124 | dates=205
zt_next,is_mid_2_3 & opened,1293,335,0.2591,181/660=27.4%,154/633=24.3%,yizi_today=0.0% | yizi_next_all=2.3% | height{2:998;3:295} | themes=125 | dates=207
zt_next,is_mid_2_3 & NOT unopened,1293,335,0.2591,181/660=27.4%,154/633=24.3%,yizi_today=0.0% | yizi_next_all=2.3% | height{2:998;3:295} | themes=125 | dates=207
zt_next,theme_alive_own & opened & NOT own_baoliang,1059,274,0.2587,151/536=28.2%,123/523=23.5%,yizi_today=0.0% | yizi_next_all=3.0% | height{2:823;3:130;4:58;5:18;6:15;7:8;8:4;10:1;12:1;13:1} | themes=88 | dates=204
zt_next,leader_absent & NOT one_price_today & href_le1,406,105,0.2586,35/158=22.2%,70/248=28.2%,yizi_today=0.0% | yizi_next_all=3.2% | height{2:234;3:99;4:43;5:17;6:11;7:1;10:1} | themes=73 | dates=81
zt_next,leader_baoliang & opened,689,178,0.2583,94/391=24.0%,84/298=28.2%,yizi_today=0.0% | yizi_next_all=2.0% | height{2:440;3:144;4:64;5:24;6:9;7:4;8:2;11:1;18:1} | themes=97 | dates=102
zt_next,leader_baoliang & NOT unopened,689,178,0.2583,94/391=24.0%,84/298=28.2%,yizi_today=0.0% | yizi_next_all=2.0% | height{2:440;3:144;4:64;5:24;6:9;7:4;8:2;11:1;18:1} | themes=97 | dates=102
zt_next,leader_absent & NOT one_price_today & NOT boards_ge5,871,225,0.2583,112/425=26.4%,113/446=25.3%,yizi_today=0.0% | yizi_next_all=3.9% | height{2:639;3:167;4:65} | themes=109 | dates=86
zt_next,NOT leader_absent & same_theme_broken,62,16,0.2581,12/27=44.4%,4/35=11.4%,yizi_today=17.7% | yizi_next_all=6.5% | height{2:39;3:14;4:6;5:3} | themes=15 | dates=20
zt_next,same_theme_broken & NOT lag0,62,16,0.2581,12/27=44.4%,4/35=11.4%,yizi_today=17.7% | yizi_next_all=6.5% | height{2:39;3:14;4:6;5:3} | themes=15 | dates=20
zt_next,NOT one_price_today & is_fanbao & href_le1,31,8,0.2581,0/3=0.0%,8/28=28.6%,yizi_today=0.0% | yizi_next_all=3.2% | height{2:14;3:6;4:9;5:2} | themes=11 | dates=23
zt_next,leader_absent & opened,609,157,0.2578,77/311=24.8%,80/298=26.8%,yizi_today=0.0% | yizi_next_all=2.6% | height{2:415;3:118;4:48;5:16;6:10;7:1;10:1} | themes=93 | dates=86
zt_next,leader_absent & NOT unopened,609,157,0.2578,77/311=24.8%,80/298=26.8%,yizi_today=0.0% | yizi_next_all=2.6% | height{2:415;3:118;4:48;5:16;6:10;7:1;10:1} | themes=93 | dates=86
zt_next,opened & lag0,609,157,0.2578,77/311=24.8%,80/298=26.8%,yizi_today=0.0% | yizi_next_all=2.6% | height{2:415;3:118;4:48;5:16;6:10;7:1;10:1} | themes=93 | dates=86
zt_next,NOT unopened & lag0,609,157,0.2578,77/311=24.8%,80/298=26.8%,yizi_today=0.0% | yizi_next_all=2.6% | height{2:415;3:118;4:48;5:16;6:10;7:1;10:1} | themes=93 | dates=86
zt_next,leader_absent & NOT one_price_today & opened,609,157,0.2578,77/311=24.8%,80/298=26.8%,yizi_today=0.0% | yizi_next_all=2.6% | height{2:415;3:118;4:48;5:16;6:10;7:1;10:1} | themes=93 | dates=86
zt_next,NOT one_price_today & NOT is_new_high & NOT own_baoliang,1789,461,0.2577,267/911=29.3%,194/878=22.1%,yizi_today=0.0% | yizi_next_all=3.4% | height{2:1513;3:190;4:62;5:20;6:3;7:1} | themes=137 | dates=204
zt_next,NOT one_price_today & NOT boards_ge5 & href_le1,470,121,0.2574,37/174=21.3%,84/296=28.4%,yizi_today=0.0% | yizi_next_all=3.4% | height{2:244;3:138;4:88} | themes=75 | dates=97
zt_next,leader_absent & theme_alive_own & opened,509,131,0.2574,64/259=24.7%,67/250=26.8%,yizi_today=0.0% | yizi_next_all=2.9% | height{2:343;3:97;4:46;5:12;6:9;7:1;10:1} | themes=69 | dates=85
zt_next,NOT one_price_today & NOT opened & is_fanbao,35,9,0.2571,0/1=0.0%,9/34=26.5%,yizi_today=0.0% | yizi_next_all=2.9% | height{2:28;3:4;4:2;5:1} | themes=17 | dates=27
zt_next,NOT one_price_today & NOT theme_alive_own & NOT href_le1,284,73,0.2570,46/152=30.3%,27/132=20.5%,yizi_today=0.0% | yizi_next_all=2.1% | height{2:223;3:46;4:9;5:6} | themes=105 | dates=145
zt_next,NOT height_drop & is_sub_high,199,51,0.2563,28/98=28.6%,23/101=22.8%,yizi_today=15.1% | yizi_next_all=5.5% | height{2:102;3:67;4:23;5:6;7:1} | themes=54 | dates=59
zt_next,open_ge2,1127,287,0.2547,167/611=27.3%,120/516=23.3%,yizi_today=0.0% | yizi_next_all=1.5% | height{2:729;3:227;4:94;5:36;6:20;7:12;8:6;11:1;12:1;18:1} | themes=109 | dates=201
zt_next,leader_absent & NOT one_price_today & is_mid_2_3,806,205,0.2543,99/384=25.8%,106/422=25.1%,yizi_today=0.0% | yizi_next_all=3.7% | height{2:639;3:167} | themes=107 | dates=86
zt_next,NOT one_price_today & NOT is_new_high & NOT theme_alive_own,346,88,0.2543,51/177=28.8%,37/169=21.9%,yizi_today=0.0% | yizi_next_all=1.7% | height{2:265;3:60;4:13;5:8} | themes=113 | dates=171
zt_next,NOT boards_ge5 & opened & NOT own_baoliang,1221,310,0.2539,173/618=28.0%,137/603=22.7%,yizi_today=0.0% | yizi_next_all=2.5% | height{2:998;3:158;4:65} | themes=119 | dates=207
zt_next,leader_absent & NOT one_price_today & NOT own_baoliang,788,200,0.2538,103/378=27.2%,97/410=23.7%,yizi_today=0.0% | yizi_next_all=3.8% | height{2:639;3:96;4:38;5:10;6:4;10:1} | themes=100 | dates=86
zt_next,NOT one_price_today & NOT theme_alive_own & NOT own_baoliang,328,83,0.2530,48/164=29.3%,35/164=21.3%,yizi_today=0.0% | yizi_next_all=1.5% | height{2:265;3:42;4:10;5:5;6:2;7:2;8:1;9:1} | themes=107 | dates=165
zt_next,NOT height_drop & is_fanbao,83,21,0.2530,2/7=28.6%,19/76=25.0%,yizi_today=13.3% | yizi_next_all=3.6% | height{2:62;3:11;4:6;5:4} | themes=25 | dates=44
zt_next,NOT is_new_high & opened & NOT own_baoliang,1182,299,0.2530,173/615=28.1%,126/567=22.2%,yizi_today=0.0% | yizi_next_all=2.6% | height{2:989;3:137;4:42;5:11;6:2;7:1} | themes=119 | dates=204
zt_next,leader_absent & NOT one_price_today & NOT theme_alive_own,159,40,0.2516,19/78=24.4%,21/81=25.9%,yizi_today=0.0% | yizi_next_all=2.5% | height{2:115;3:34;4:5;5:4;6:1} | themes=79 | dates=71
zt_next,theme_alive & opened,522,131,0.2510,50/176=28.4%,81/346=23.4%,yizi_today=0.0% | yizi_next_all=1.9% | height{2:372;3:86;4:41;5:17;6:5;10:1} | themes=82 | dates=72
zt_next,theme_alive & NOT unopened,522,131,0.2510,50/176=28.4%,81/346=23.4%,yizi_today=0.0% | yizi_next_all=1.9% | height{2:372;3:86;4:41;5:17;6:5;10:1} | themes=82 | dates=72
zt_next,opened & NOT own_baoliang & href_le1,284,71,0.2500,26/110=23.6%,45/174=25.9%,yizi_today=0.0% | yizi_next_all=2.5% | height{2:165;3:44;4:33;5:11;6:14;7:9;8:4;9:1;10:1;12:1;13:1} | themes=61 | dates=107
zt_next,is_fanbao,112,28,0.2500,2/8=25.0%,26/104=25.0%,yizi_today=10.7% | yizi_next_all=2.7% | height{2:84;3:15;4:9;5:4} | themes=30 | dates=63
zt_next,theme_alive_own & is_fanbao,112,28,0.2500,2/8=25.0%,26/104=25.0%,yizi_today=10.7% | yizi_next_all=2.7% | height{2:84;3:15;4:9;5:4} | themes=30 | dates=63
zt_next,is_fanbao & NOT boards_ge5,108,27,0.2500,2/8=25.0%,25/100=25.0%,yizi_today=9.3% | yizi_next_all=1.9% | height{2:84;3:15;4:9} | themes=29 | dates=62
zt_next,theme_alive_own & NOT boards_ge5 & is_fanbao,108,27,0.2500,2/8=25.0%,25/100=25.0%,yizi_today=9.3% | yizi_next_all=1.9% | height{2:84;3:15;4:9} | themes=29 | dates=62
zt_next,to_hi,637,159,0.2496,86/339=25.4%,73/298=24.5%,yizi_today=0.2% | yizi_next_all=1.4% | height{2:365;3:138;4:68;5:31;6:17;7:8;8:5;9:2;11:1;12:1;18:1} | themes=99 | dates=207
zt_next,leader_absent & NOT boards_ge5 & opened,581,145,0.2496,69/292=23.6%,76/289=26.3%,yizi_today=0.0% | yizi_next_all=2.8% | height{2:415;3:118;4:48} | themes=91 | dates=86
zt_next,theme_alive & NOT one_price_today,790,197,0.2494,69/255=27.1%,128/535=23.9%,yizi_today=0.0% | yizi_next_all=2.7% | height{2:582;3:127;4:55;5:19;6:6;10:1} | themes=95 | dates=72
zt_next,leader_absent & opened & href_le1,279,69,0.2473,24/117=20.5%,45/162=27.8%,yizi_today=0.0% | yizi_next_all=2.2% | height{2:159;3:65;4:30;5:13;6:10;7:1;10:1} | themes=63 | dates=75
zt_next,leader_absent & NOT one_price_today & NOT is_new_high,783,192,0.2452,108/406=26.6%,84/377=22.3%,yizi_today=0.0% | yizi_next_all=3.6% | height{2:626;3:112;4:34;5:10;6:1} | themes=107 | dates=84
zt_next,same_theme_broken & opened,98,24,0.2449,12/39=30.8%,12/59=20.3%,yizi_today=0.0% | yizi_next_all=2.0% | height{2:68;3:21;4:6;5:3} | themes=24 | dates=52
zt_next,same_theme_broken & NOT unopened,98,24,0.2449,12/39=30.8%,12/59=20.3%,yizi_today=0.0% | yizi_next_all=2.0% | height{2:68;3:21;4:6;5:3} | themes=24 | dates=52
zt_next,nzt_ge80 & is_mid_2_3 & leader_absent,285,69,0.2421,20/65=30.8%,49/220=22.3%,yizi_today=9.8% | yizi_next_all=5.3% | height{2:221;3:64} | themes=60 | dates=22
zt_next,NOT height_new_high & is_fanbao,108,26,0.2407,2/8=25.0%,24/100=24.0%,yizi_today=11.1% | yizi_next_all=2.8% | height{2:82;3:13;4:9;5:4} | themes=30 | dates=61
zt_next,is_fanbao & NOT href_le1,79,19,0.2405,1/4=25.0%,18/75=24.0%,yizi_today=12.7% | yizi_next_all=2.5% | height{2:69;3:9;5:1} | themes=29 | dates=47
zt_next,NOT is_new_high & is_fanbao & NOT href_le1,79,19,0.2405,1/4=25.0%,18/75=24.0%,yizi_today=12.7% | yizi_next_all=2.5% | height{2:69;3:9;5:1} | themes=29 | dates=47
zt_next,theme_alive_own & is_fanbao & NOT href_le1,79,19,0.2405,1/4=25.0%,18/75=24.0%,yizi_today=12.7% | yizi_next_all=2.5% | height{2:69;3:9;5:1} | themes=29 | dates=47
zt_next,leader_absent & opened & NOT own_baoliang,512,123,0.2402,60/254=23.6%,63/258=24.4%,yizi_today=0.0% | yizi_next_all=2.7% | height{2:415;3:58;4:29;5:5;6:4;10:1} | themes=86 | dates=86
zt_next,NOT boards_ge5 & opened & href_le1,323,77,0.2384,23/126=18.3%,54/197=27.4%,yizi_today=0.0% | yizi_next_all=2.2% | height{2:165;3:97;4:61} | themes=64 | dates=89
zt_next,leader_absent & NOT is_new_high & opened,521,124,0.2380,66/276=23.9%,58/245=23.7%,yizi_today=0.0% | yizi_next_all=2.9% | height{2:406;3:82;4:27;5:5;6:1} | themes=91 | dates=84
zt_next,NOT leader_absent & is_fanbao,68,16,0.2353,1/4=25.0%,15/64=23.4%,yizi_today=14.7% | yizi_next_all=4.4% | height{2:51;3:7;4:6;5:4} | themes=22 | dates=36
zt_next,is_fanbao & NOT lag0,68,16,0.2353,1/4=25.0%,15/64=23.4%,yizi_today=14.7% | yizi_next_all=4.4% | height{2:51;3:7;4:6;5:4} | themes=22 | dates=36
zt_next,NOT leader_absent & theme_alive_own & is_fanbao,68,16,0.2353,1/4=25.0%,15/64=23.4%,yizi_today=14.7% | yizi_next_all=4.4% | height{2:51;3:7;4:6;5:4} | themes=22 | dates=36
zt_next,NOT leader_absent & NOT boards_ge5 & is_fanbao,64,15,0.2344,1/4=25.0%,14/60=23.3%,yizi_today=12.5% | yizi_next_all=3.1% | height{2:51;3:7;4:6} | themes=21 | dates=35
zt_next,same_theme_broken & NOT one_price_today,137,32,0.2336,16/54=29.6%,16/83=19.3%,yizi_today=0.0% | yizi_next_all=3.6% | height{2:100;3:25;4:9;5:3} | themes=24 | dates=57
zt_next,is_fanbao & NOT same_theme_baoliang,103,24,0.2330,2/8=25.0%,22/95=23.2%,yizi_today=11.7% | yizi_next_all=2.9% | height{2:82;3:12;4:5;5:4} | themes=30 | dates=58
zt_next,is_mid_2_3 & is_fanbao,99,23,0.2323,2/8=25.0%,21/91=23.1%,yizi_today=10.1% | yizi_next_all=1.0% | height{2:84;3:15} | themes=29 | dates=59
